Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:55:35:13.791,61,0.0000000000,0.0000000000,0.0000000000,0.1932949424,0.0855022222,0.0761059374,0.1228811368,0.0000000000,0.0000000000,0.3046927750,0.0000000000,0.0845919698,0.0766001046,0.1228833422,0.0655391067,0.0427818857,0.0000000000,0.2076651454,0.2191175818,0.1723821908,0.1875516921,0.0039692940,0.0000000000,0.0000000000,0.0000000000,0.1574534625,0.0882293209,0.0198228415,0.0222994443,0.1452604532,0.1246937364,0.1278790236,0.0755879134,0.1075889617,0.0421935953,0.0236461498,0.0277360044,0.1096167862,0.1179399639,0.0091698077,0.0102342973,0.0101326080,0.0106618972,0.0943064615,0.0000000000,0.0000000000,0.0168548543,0.0505114906,0.0778569207,0.0435390882,0.0395515524,0.0000001939,-0.0984799713,0.1925411224,-1.7412490845,-0.1859979630,-0.0375583060,0.0069487151,-0.1179946214,-0.0375687331,0.0044246824
11:55:35:14.794,61,0.0000000000,0.0000000000,0.0000000000,0.2010695040,0.0623297431,0.0779967457,0.1266201735,0.0000000000,0.0000000000,0.3124556541,0.0000000000,0.0616389103,0.0785183683,0.1266259998,0.0604813434,0.0443743728,0.0000000000,0.1252846718,0.1413613111,0.1795620620,0.1486266404,0.0037520505,0.0000000000,0.0000000000,0.0000000000,0.0922458544,0.0242282934,0.0215602741,0.0244626310,0.1328741759,0.1230510995,0.0675634444,0.0587299354,0.1099923775,0.0461139008,0.0254541058,0.0298646074,0.1211081967,0.1281614751,0.0176513921,0.0214032922,0.0174214188,0.0184732042,0.0946997553,0.0000000000,0.0000000000,0.0180120338,0.0518610701,0.0798573494,0.0444105193,0.0404355824,0.0000002816,-0.1019998640,0.1944615543,-1.7415590286,-0.1907984465,-0.0273922533,0.0051959995,-0.1227807254,-0.0274028238,0.0033569192
11:55:35:15.796,61,0.0000000000,0.0000000000,0.0000000000,0.2155622840,0.0610382818,0.0791492760,0.1290621310,0.0000000000,0.0000000000,0.3264876306,0.0000000000,0.0603274181,0.0796853974,0.1290661842,0.0558784567,0.0454687029,0.0000000000,0.1046528518,0.1223344132,0.1834715456,0.1592116356,0.0032023727,0.0000000000,0.0000000000,0.0000000000,0.0903298110,0.0080099339,0.0224725641,0.0255814809,0.1293516308,0.1188760698,0.0545782521,0.0498281643,0.1314661205,0.0713695884,0.0285605788,0.0341304541,0.1180085391,0.1234100983,0.0225354955,0.0273186546,0.0256037861,0.0273779556,0.0918004811,0.0000000000,0.0000000000,0.0220731515,0.0524129160,0.0807457641,0.0450015217,0.0411315188,0.0000002738,-0.1007447913,0.1975568235,-1.7521654367,-0.1993699223,-0.0268548764,0.0053198850,-0.1316325516,-0.0268654432,0.0035269971
11:55:35:16.796,61,0.0000000000,0.0000000000,0.0000000000,0.2216012180,0.0477831811,0.0795156509,0.1325007081,0.0000000000,0.0000000000,0.3323290348,0.0000000000,0.0472103246,0.0800468922,0.1324443519,0.0511937849,0.0420392230,0.0000000000,0.0768758431,0.0919699073,0.1851705611,0.1799359918,0.0022689446,0.0000000000,0.0000000000,0.0000000000,0.1031764150,0.0255487189,0.0227632895,0.0258993655,0.1246420890,0.1147631258,0.0493307784,0.0389209725,0.1831734627,0.1091111973,0.0351981632,0.0420115255,0.0778179914,0.0846108645,0.0255376697,0.0305880252,0.0337053463,0.0362433679,0.0839009359,0.0000000000,0.0000000000,0.0309424531,0.0522869602,0.0788049996,0.0453685634,0.0415873006,0.0000003606,-0.1007447913,0.1975568235,-1.7521654367,-0.2029645890,-0.0210311506,0.0042399317,-0.1353388727,-0.0210417882,0.0028394980
11:55:35:17.797,61,0.0000000000,0.0000000000,0.0000000000,0.2261356413,0.0488044396,0.0800003782,0.1338887215,0.0000000000,0.0000000000,0.3366829455,0.0000000000,0.0482117087,0.0805277526,0.1338151693,0.0494999960,0.0410550795,0.0000000000,0.0688172653,0.0846343637,0.1941836029,0.2124457210,0.0015476383,0.0000000000,0.0000000000,0.0000000000,0.1239318475,0.0454110242,0.0229110252,0.0260229204,0.1234125569,0.1136561260,0.0668179542,0.0348664001,0.2017613053,0.1221811846,0.0417952314,0.0486768857,0.0680795312,0.0750388876,0.0284051672,0.0331334434,0.0399146639,0.0424223617,0.0812842697,0.0000000000,0.0000000000,0.0390227921,0.0521957874,0.0782776028,0.0459145829,0.0421963111,0.0000002184,-0.0943730846,0.1992007047,-1.7608621120,-0.2056217790,-0.0214890763,0.0043881987,-0.1381069124,-0.0214996971,0.0029602740
11:55:35:18.799,61,0.0000000000,0.0000000000,0.0000000000,0.2245281339,0.0535543039,0.0812769458,0.1360988170,0.0000000000,0.0000000000,0.3350579441,0.0000000000,0.0529100373,0.0818327144,0.1360194832,0.0499874353,0.0408277661,0.0000000000,0.1008352414,0.1240443140,0.2364245653,0.2224456072,0.0011244528,0.0000000000,0.0000000000,0.0000000000,0.1300747693,0.0513735376,0.0232153181,0.0263188947,0.1326318532,0.1177082360,0.0893975794,0.0330915414,0.2107067257,0.1285109520,0.0472635627,0.0541618019,0.0871979967,0.0943598300,0.0314351842,0.0357320048,0.0442768708,0.0465580486,0.0800597295,0.0000000000,0.0000000000,0.0443385914,0.0524401702,0.0785361901,0.0475619882,0.0442875065,0.0000001305,-0.0914832056,0.2012218386,-1.7637470961,-0.2046199292,-0.0235783290,0.0047918512,-0.1371187568,-0.0235889181,0.0032249438
11:55:35:19.814,61,0.0000000000,0.0000000000,0.0000000000,0.2278039902,0.0625710636,0.0854278877,0.1433403194,0.0000000000,0.0000000000,0.3380893767,0.0000000000,0.0618159138,0.0861378834,0.1432792395,0.0554296970,0.0410755686,0.0000000000,0.1116988584,0.1340239048,0.2531699538,0.2312994301,0.0014208460,0.0000000000,0.0000000000,0.0000000000,0.1464326084,0.0811034665,0.0234916881,0.0265610814,0.1450070441,0.1250888556,0.0996352658,0.0325520709,0.2163857222,0.1318895221,0.0515901931,0.0581069104,0.0917403772,0.0986880735,0.0329976752,0.0370416753,0.0466973335,0.0488738120,0.0797409341,0.0000000000,0.0000000000,0.0489026271,0.0529809333,0.0814984590,0.0488354079,0.0456754491,0.0000001147,-0.0931759551,0.2064718902,-1.7620478868,-0.2064508498,-0.0275576189,0.0056503359,-0.1391053498,-0.0275681391,0.0038234703
11:55:35:20.802,61,0.0000000000,0.0000000000,0.0000000000,0.2341628224,0.0673416927,0.0881884992,0.1483882517,0.0000000000,0.0000000000,0.3442204595,0.0000000000,0.0665149465,0.0889845416,0.1483394206,0.0572619364,0.0414592065,0.0000000000,0.1166156009,0.1390913427,0.2683538496,0.2351579964,0.0017046216,0.0000000000,0.0000000000,0.0000000000,0.1514919698,0.0891440734,0.0237507336,0.0267997589,0.1507641077,0.1303854287,0.1038265377,0.0324060693,0.2191337198,0.1336385608,0.0535884723,0.0599777251,0.0985795110,0.1055112332,0.0368188247,0.0400733538,0.0482928455,0.0503811613,0.0798259750,0.0000000000,0.0000000000,0.0509045571,0.0534242466,0.0827401131,0.0497684292,0.0466458239,0.0000000152,-0.0931759551,0.2064718902,-1.7620478868,-0.2101824731,-0.0296758860,0.0061932672,-0.1429797560,-0.0296863690,0.0042313202
11:55:35:21.804,61,0.0000000000,0.0000000000,0.0000000000,0.2394571453,0.0746165812,0.0915870219,0.1501109153,0.0000000000,0.0000000000,0.3493620753,0.0000000000,0.0736882240,0.0924918503,0.1500684768,0.0593133420,0.0420237333,0.0000000000,0.1286375672,0.1500352323,0.2956033945,0.2958667874,0.0024956781,0.0000000000,0.0000000000,0.0000000000,0.1541510671,0.0934264660,0.0239564367,0.0269676335,0.1537068188,0.1327331662,0.1063960344,0.0335414819,0.2208647728,0.1342893988,0.0550139807,0.0613109618,0.1012649164,0.1081564501,0.0382267945,0.0411284752,0.0492112264,0.0511980578,0.0802116990,0.0000000000,0.0000000000,0.0537779219,0.0540343411,0.0842229426,0.0509976856,0.0475066155,0.0000000458,-0.0963993520,0.2094688863,-1.7595618963,-0.2133011669,-0.0328983739,0.0069665723,-0.1461979747,-0.0329088196,0.0047957767
11:55:35:22.805,61,0.0000000000,0.0000000000,0.0000000000,0.2393582761,0.0698622167,0.0930740908,0.1511980146,0.0000000000,0.0000000000,0.3493975401,0.0000000000,0.0689904168,0.0940129608,0.1511602700,0.0603507161,0.0425023921,0.0000000000,0.1321932077,0.1533997506,0.3040470779,0.3091177940,0.0031866117,0.0000000000,0.0000000000,0.0000000000,0.1532182246,0.0916121006,0.0241274796,0.0271060113,0.1551668346,0.1339917779,0.1074737310,0.0341064446,0.2220181078,0.1345831603,0.0562174246,0.0624458715,0.1027785689,0.1096181050,0.0392815992,0.0419429280,0.0501901470,0.0520825796,0.0803983510,0.0000000000,0.0000000000,0.0554338098,0.0546778962,0.0855051130,0.0525748879,0.0484987944,0.0000000849,-0.1012554392,0.2135933638,-1.7567174435,-0.2133366317,-0.0308012255,0.0065232702,-0.1461472511,-0.0308117121,0.0044884244
11:55:35:23.820,61,0.0000000000,0.0000000000,0.0000000000,0.2410309464,0.0678228959,0.0936912522,0.1521452218,0.0000000000,0.0000000000,0.3510356843,0.0000000000,0.0669713765,0.0946342945,0.1521109492,0.0608952269,0.0426438674,0.0000000000,0.1337680370,0.1549866199,0.3083223701,0.2996829152,0.0035003710,0.0000000000,0.0000000000,0.0000000000,0.1490338892,0.0860888362,0.0243202429,0.0272665434,0.1558677852,0.1348100156,0.1068398580,0.0345271453,0.2221358716,0.1342894882,0.0568917878,0.0630672574,0.1039816812,0.1108095944,0.0401441157,0.0426808223,0.0505284816,0.0523406863,0.0805960298,0.0000000000,0.0000000000,0.0562756769,0.0551119000,0.0861543268,0.0535072461,0.0492251776,0.0000001054,-0.1049416661,0.2187587619,-1.7553421259,-0.2143424898,-0.0299063288,0.0063630384,-0.1471724957,-0.0299168229,0.0043883375
11:55:35:24.809,61,0.0000000000,0.0000000000,0.0000000000,0.2389850616,0.0628890470,0.0936985165,0.1527685374,0.0000000000,0.0000000000,0.3490583599,0.0000000000,0.0621024445,0.0946243554,0.1527368724,0.0613371767,0.0419190414,0.0000000000,0.1343718618,0.1556938589,0.3759331703,0.3749146461,0.0038640220,0.0000000000,0.0000000000,0.0000000000,0.1505677402,0.0921035632,0.0243933834,0.0272561144,0.1567298323,0.1367841959,0.1057929397,0.0347476192,0.2467644364,0.1397242695,0.0586956739,0.0649941787,0.1045836806,0.1113972589,0.0409665406,0.0433487818,0.0526059642,0.0541163571,0.0804322734,0.0000000000,0.0000000000,0.0596579760,0.0554938428,0.0863917470,0.0553183034,0.0502561703,0.0000001014,-0.1049416661,0.2187587619,-1.7553421259,-0.2131481320,-0.0277248770,0.0058662966,-0.1459322870,-0.0277354028,0.0040341532
11:55:35:25.810,61,0.0000000000,0.0000000000,0.0000000000,0.2421894073,0.0672051236,0.0940932706,0.1532461196,0.0000000000,0.0000000000,0.3520517051,0.0000000000,0.0663591549,0.0950134471,0.1532168388,0.0615372919,0.0417262129,0.0000000000,0.1344117224,0.1559000909,0.4083166122,0.4456881881,0.0049013486,0.0000000000,0.0000000000,0.0000000000,0.1511685848,0.0943856612,0.0243570171,0.0271231961,0.1577062607,0.1377723664,0.1050446853,0.0348822474,0.2736644149,0.1561329961,0.0620770343,0.0688049421,0.1045909077,0.1113266796,0.0423136689,0.0440169014,0.0551197529,0.0563418679,0.0801463351,0.0000000000,0.0000000000,0.0714789107,0.0559828654,0.0867467597,0.0573103428,0.0513236336,0.0000000716,-0.1037565544,0.2190752774,-1.7551825047,-0.2149646282,-0.0296369623,0.0063237119,-0.1478810310,-0.0296474434,0.0043695848
11:55:35:26.812,61,0.0000000000,0.0000000000,0.0000000000,0.2420315892,0.0652582943,0.0941220447,0.1542606354,0.0000000000,0.0000000000,0.3518840075,0.0000000000,0.0644366220,0.0950369313,0.1542370468,0.0617991202,0.0420927145,0.0000000000,0.1133246124,0.1301116645,0.4217494428,0.5456778407,0.0112182815,0.0000000000,0.0000000000,0.0000000000,0.2152527422,0.1578995734,0.0240753945,0.0267081317,0.1584673673,0.1380556375,0.1046291739,0.0346122831,0.3638996184,0.2267437130,0.0773712993,0.0888573155,0.0906320959,0.0926773399,0.0431392342,0.0444257557,0.0607111976,0.0616346784,0.0788952485,0.0000000000,0.0000000000,0.1174434796,0.0562727861,0.0866727829,0.0588496998,0.0521807000,0.0000001131,-0.1019954309,0.2203128636,-1.7541686296,-0.2148673981,-0.0287777036,0.0061375392,-0.1477883160,-0.0287882015,0.0042402353
11:55:35:27.815,61,0.0000000000,0.0000000000,0.0000000000,0.2425664365,0.0655882210,0.0946906656,0.1558056176,0.0000000000,0.0000000000,0.3523182571,0.0000000000,0.0647619367,0.0956489965,0.1557884961,0.0623646714,0.0425694175,0.0000000000,0.1081124023,0.1249396876,0.4772830009,0.5808344483,0.0171790440,0.0000000000,0.0000000000,0.0000000000,0.2184049338,0.1671676934,0.0237788167,0.0262716170,0.1620413065,0.1384301931,0.1044266447,0.0344382189,0.3640193343,0.2277331054,0.0819613636,0.0945198014,0.0870438144,0.0879522562,0.0442238934,0.0448847376,0.0646902546,0.0654236749,0.0781956092,0.0000000000,0.0000000000,0.1301797330,0.0567566492,0.0868330076,0.0600912906,0.0530136116,0.0000001043,-0.0995939523,0.2216775864,-1.7524700165,-0.2151316851,-0.0289246645,0.0061763683,-0.1481142789,-0.0289351568,0.0042712237
11:55:35:28.815,61,0.0000000000,0.0000000000,0.0000000000,0.2446346879,0.0661594793,0.0952080861,0.1573558748,0.0000000000,0.0000000000,0.3542301953,0.0000000000,0.0653218925,0.0961884558,0.1573439837,0.0652468652,0.0430639759,0.0000000000,0.1055880338,0.1233004406,0.4941815734,0.5987063646,0.0204399750,0.0000000000,0.0000000000,0.0000000000,0.2247841954,0.1755814105,0.0234208554,0.0257582702,0.1652475595,0.1387510747,0.1042812765,0.0341736712,0.3706045449,0.2328102142,0.0844292343,0.0973852649,0.0853387192,0.0857564136,0.0458588675,0.0454354845,0.0664633140,0.0671181977,0.0776867196,0.0000000000,0.0000000000,0.1362992525,0.0572760962,0.0870549232,0.0614702068,0.0539192520,0.0000000961,-0.0988597199,0.2232392728,-1.7510942221,-0.2162976116,-0.0291822217,0.0062646386,-0.1493761092,-0.0291926954,0.0043456997
11:55:35:29.817,61,0.0000000000,0.0000000000,0.0000000000,0.2443571687,0.0657193214,0.0967053771,0.1594939530,0.0000000000,0.0000000000,0.3539240956,0.0000000000,0.0648881644,0.0977521911,0.1594872475,0.0758496970,0.0433288775,0.0000000000,0.1042033359,0.1224748343,0.4994254708,0.6202625036,0.0222725738,0.0000000000,0.0000000000,0.0000000000,0.2268315703,0.1784769446,0.0230530128,0.0252324343,0.1676048934,0.1390455663,0.1044925004,0.0338789076,0.3742407262,0.2354490757,0.0859803855,0.0989603475,0.0849387720,0.0863614231,0.0489277951,0.0467131548,0.0679330006,0.0685390830,0.0771127790,0.0000000000,0.0000000000,0.1397800297,0.0584964640,0.0875102207,0.0637203231,0.0557206608,0.0000001166,-0.1014287099,0.2265926898,-1.7484495640,-0.2161118984,-0.0289872643,0.0062175062,-0.1492074877,-0.0289977398,0.0043118261
11:55:35:30.819,61,0.0000000000,0.0000000000,0.0000000000,0.2445333600,0.0640044287,0.0985215902,0.1625432968,0.0000000000,0.0000000000,0.3540858328,0.0000000000,0.0631939545,0.0996577740,0.1625445485,0.0839494169,0.0436788723,0.0000000000,0.1037052423,0.1235190779,0.5030716062,0.6301308870,0.0236006007,0.0000000000,0.0000000000,0.0000000000,0.2297763228,0.1834281683,0.0226766542,0.0247038789,0.1700386405,0.1393728852,0.1045832857,0.0336488821,0.3755316436,0.2351218462,0.0868796557,0.0996892005,0.0866137967,0.0890555680,0.0503473505,0.0474981554,0.0710078105,0.0715148970,0.0763501823,0.0000000000,0.0000000000,0.1414959729,0.0592988320,0.0879229829,0.0648449734,0.0566996709,0.0000000441,-0.1005110666,0.2268329561,-1.7472627163,-0.2162152231,-0.0282310527,0.0060580708,-0.1493182629,-0.0282415338,0.0042024171
11:55:35:31.822,61,0.0000000000,0.0000000000,0.0000000000,0.2452678829,0.0632938519,0.1005650312,0.1642466784,0.0000000000,0.0000000000,0.3547539115,0.0000000000,0.0624907166,0.1017725766,0.1642524004,0.0905176774,0.0440343507,0.0000000000,0.1033997312,0.1239014715,0.4651184678,0.6706593633,0.0247224178,0.0000000000,0.0000000000,0.0000000000,0.2313100696,0.1856609136,0.0222979691,0.0241695344,0.1713616401,0.1394811869,0.1050944850,0.0334222987,0.3767385781,0.2352586091,0.0876271129,0.1002133489,0.0870917365,0.0899032727,0.0511336885,0.0479032770,0.0725746155,0.0730397254,0.0756237432,0.0000000000,0.0000000000,0.1437393278,0.0600913912,0.0883458853,0.0659650713,0.0575935803,0.0000000601,-0.0996114984,0.2280026227,-1.7440807819,-0.2166250050,-0.0279194005,0.0060023372,-0.1497680843,-0.0279298853,0.0041684448
11:55:35:32.821,61,0.0000000000,0.0000000000,0.0000000000,0.2457467020,0.0637423769,0.1016905904,0.1675471663,0.0000000000,0.0000000000,0.3551114500,0.0000000000,0.0629335195,0.1029252112,0.1675535738,0.0948728845,0.0442886464,0.0000000000,0.1033376083,0.1244143620,0.4593376517,0.6826230884,0.0255720168,0.0000000000,0.0000000000,0.0000000000,0.2316420227,0.1863225996,0.0219332110,0.0236563012,0.1728221923,0.1396850795,0.1056234688,0.0332082100,0.3775660992,0.2352995723,0.0880540460,0.1003938764,0.0878008306,0.0910026282,0.0519471839,0.0484785400,0.0734852254,0.0739319324,0.0749794245,0.0000000000,0.0000000000,0.1448406577,0.0608588122,0.0888184384,0.0672870874,0.0587403774,0.0000000649,-0.0996114984,0.2280026227,-1.7440807819,-0.2168421894,-0.0281185843,0.0060511455,-0.1500596404,-0.0281290486,0.0042062956
11:55:35:33.823,61,0.0000000000,0.0000000000,0.0000000000,0.2494595200,0.0675093085,0.1032048091,0.1691587269,0.0000000000,0.0000000000,0.3586381674,0.0000000000,0.0666453913,0.1044865027,0.1691652834,0.0966996551,0.0444239527,0.0000000000,0.1037166491,0.1265983880,0.4663263559,0.6680960655,0.0259707402,0.0000000000,0.0000000000,0.0000000000,0.2289268374,0.1795030832,0.0216833260,0.0232815277,0.1736640930,0.1398946494,0.1065664515,0.0330985077,0.3778171837,0.2351515889,0.0884001702,0.1004771590,0.0885333270,0.0926144645,0.0527048744,0.0491320193,0.0743764564,0.0748158023,0.0744613186,0.0000000000,0.0000000000,0.1454116255,0.0617188923,0.0895160213,0.0680216998,0.0594304986,0.0000000495,-0.0980941877,0.2277402431,-1.7436360121,-0.2189854831,-0.0297912024,0.0064736488,-0.1523195207,-0.0298016425,0.0045231483
11:55:35:34.826,61,0.0000000000,0.0000000000,0.0000000000,0.2496684641,0.0717800856,0.1052902415,0.1746431440,0.0000000000,0.0000000000,0.3587799668,0.0000000000,0.0708631501,0.1065909564,0.1746430099,0.0975247771,0.0440965183,0.0000000000,0.1075111255,0.1346433312,0.4708858430,0.6660524607,0.0259944052,0.0000000000,0.0000000000,0.0000000000,0.2226691544,0.1732299477,0.0214880854,0.0229607914,0.1744608283,0.1403582543,0.1072118506,0.0330867469,0.3735652864,0.2305397242,0.0885293633,0.1003103182,0.0892759189,0.0942592695,0.0531639159,0.0495648608,0.0748362169,0.0752774850,0.0740367547,0.0000000000,0.0000000000,0.1457389146,0.0628788099,0.0902598649,0.0686172321,0.0600398704,0.0000000427,-0.1020936891,0.2308513224,-1.7432940006,-0.2190597504,-0.0316771381,0.0068860152,-0.1524384171,-0.0316875428,0.0048132869
11:55:35:35.827,61,0.0000000000,0.0000000000,0.0000000000,0.2489752322,0.0713730529,0.1066124886,0.1765765548,0.0000000000,0.0000000000,0.3581109047,0.0000000000,0.0704630017,0.1079298630,0.1765748709,0.0965628400,0.0437719747,0.0000000000,0.1264176518,0.1587285846,0.4811007977,0.6646316051,0.0259700026,0.0000000000,0.0000000000,0.0000000000,0.1638353467,0.1187046021,0.0214325543,0.0228146855,0.1750266701,0.1408992559,0.1075382680,0.0334257558,0.3194782138,0.1834442317,0.0883634165,0.0998107940,0.0921716392,0.0982577428,0.0534065850,0.0497969128,0.0749902576,0.0754275918,0.0737554803,0.0000000000,0.0000000000,0.1452149749,0.0637664497,0.0910022929,0.0691001713,0.0605608188,0.0000000208,-0.1039713770,0.2317425311,-1.7428297997,-0.2186524719,-0.0314954109,0.0068339598,-0.1520159990,-0.0315058157,0.0047725062
11:55:35:36.829,61,0.0000000000,0.0000000000,0.0000000000,0.2515303791,0.0746614262,0.1075334251,0.1774744242,0.0000000000,0.0000000000,0.3605455756,0.0000000000,0.0737039000,0.1088504568,0.1774718165,0.0946145952,0.0430387184,0.0000000000,0.1346873790,0.1677932739,0.4850755334,0.6477939487,0.0254743863,0.0000000000,0.0000000000,0.0000000000,0.1485933959,0.1044436023,0.0214470867,0.0227659494,0.1753005087,0.1415293962,0.1077581868,0.0339150205,0.3050820827,0.1709501147,0.0880415589,0.0991158932,0.0953070745,0.1025102288,0.0536392331,0.0500760972,0.0752332658,0.0756746605,0.0734549835,0.0000000000,0.0000000000,0.1408210546,0.0647783652,0.0922804773,0.0696283653,0.0611012727,0.0000000162,-0.1081916764,0.2327934504,-1.7435840368,-0.2201290280,-0.0329548940,0.0071983649,-0.1535689980,-0.0329652801,0.0050443555
11:55:35:37.832,61,0.0000000000,0.0000000000,0.0000000000,0.2527298927,0.0756773800,0.1085324958,0.1783230007,0.0000000000,0.0000000000,0.3616758883,0.0000000000,0.0747041181,0.1098351553,0.1783199757,0.0920822695,0.0421165638,0.0000000000,0.1417343020,0.1741213500,0.4864924550,0.6557040215,0.0249418449,0.0000000000,0.0000000000,0.0000000000,0.1405240297,0.0969936326,0.0214970559,0.0227607191,0.1751078218,0.1418589801,0.1078607962,0.0345531553,0.2972343564,0.1641304940,0.0876008794,0.0980662405,0.0965504125,0.1041704640,0.0534760542,0.0499726720,0.0752453580,0.0756879598,0.0731634274,0.0000000000,0.0000000000,0.1392664611,0.0659069046,0.0933203846,0.0701225773,0.0616169386,0.0000000131,-0.1104461774,0.2350077331,-1.7448741198,-0.2208159417,-0.0334072709,0.0073196483,-0.1542990506,-0.0334176533,0.0051377439
11:55:35:38.832,61,0.0000000000,0.0000000000,0.0000000000,0.2574300170,0.0812960267,0.1098953113,0.1782032847,0.0000000000,0.0000000000,0.3661951423,0.0000000000,0.0802385807,0.1111774147,0.1782001555,0.0908417329,0.0413379930,0.0000000000,0.1454024166,0.1775351614,0.4872720242,0.6575628519,0.0243716091,0.0000000000,0.0000000000,0.0000000000,0.1376048923,0.0950939655,0.0215475671,0.0227583628,0.1749245077,0.1421969831,0.1079448089,0.0352284312,0.2933132350,0.1606997550,0.0871224776,0.0971924961,0.0974598974,0.1053283885,0.0532635376,0.0498267449,0.0752792135,0.0757234246,0.0729093924,0.0000000000,0.0000000000,0.1378416121,0.0667748228,0.0941687897,0.0705972612,0.0620751008,0.0000000163,-0.1106441543,0.2354988009,-1.7447485924,-0.2235564739,-0.0359045304,0.0079632513,-0.1571552902,-0.0359148644,0.0056233662
11:55:35:39.834,61,0.0000000000,0.0000000000,0.0000000000,0.2581261098,0.0830552578,0.1114502624,0.1779943556,0.0000000000,0.0000000000,0.3668113649,0.0000000000,0.0819740072,0.1127084568,0.1779909134,0.0897875130,0.0391160436,0.0000000000,0.1495245844,0.1818505824,0.4873654544,0.6811696291,0.0237398688,0.0000000000,0.0000000000,0.0000000000,0.1359511763,0.0939079747,0.0215976797,0.0227577128,0.1745856255,0.1424787194,0.1080092117,0.0360414237,0.2909643054,0.1585654914,0.0866542235,0.0963563994,0.0979205072,0.1060189009,0.0527982861,0.0494353175,0.0738720223,0.0743108764,0.0727814734,0.0000000000,0.0000000000,0.1370844841,0.0675575882,0.0948584601,0.0711035654,0.0625874624,0.0000000158,-0.1129041314,0.2375743240,-1.7460532188,-0.2239265442,-0.0366841927,0.0081495605,-0.1575758755,-0.0366945118,0.0057607936
11:55:35:40.834,61,0.0000000000,0.0000000000,0.0000000000,0.2586329579,0.0822564811,0.1124583259,0.1774933636,0.0000000000,0.0000000000,0.3672895133,0.0000000000,0.0811839849,0.1137146950,0.1774900109,0.0889552608,0.0382131077,0.0000000000,0.1530194134,0.1862232238,0.4895237982,0.6878823638,0.0234400257,0.0000000000,0.0000000000,0.0000000000,0.1352906823,0.0935882330,0.0216399375,0.0227656029,0.1742855310,0.1426922828,0.1079399213,0.0368514098,0.2893698812,0.1571116149,0.0861416385,0.0953806564,0.0983938053,0.1066427752,0.0523827001,0.0490628034,0.0732333958,0.0736665502,0.0725905150,0.0000000000,0.0000000000,0.1365223080,0.0681572184,0.0953896269,0.0715626776,0.0630583465,0.0000000199,-0.1111127287,0.2384649813,-1.7455283403,-0.2242212594,-0.0363330841,0.0080819400,-0.1578872800,-0.0363434069,0.0057168058
11:55:35:41.836,61,0.0000000000,0.0000000000,0.0000000000,0.2634432316,0.0839670002,0.1130571440,0.1772593111,0.0000000000,0.0000000000,0.3719269037,0.0000000000,0.0828580037,0.1143073887,0.1772559434,0.0881977528,0.0375738554,0.0000000000,0.1546182185,0.1880385429,0.5110272169,0.6909758449,0.0230394471,0.0000000000,0.0000000000,0.0000000000,0.1405352503,0.1006783098,0.0216784086,0.0227626543,0.1740740389,0.1429466158,0.1076924577,0.0374839716,0.2890100181,0.1567667574,0.0856287256,0.0946064889,0.0989146158,0.1072591543,0.0521535464,0.0488706194,0.0730819032,0.0735179931,0.0723018944,0.0000000000,0.0000000000,0.1350884736,0.0685864314,0.0957451686,0.0719542280,0.0634297952,0.0000000232,-0.1114705056,0.2391947955,-1.7446134090,-0.2270461321,-0.0371063575,0.0083562983,-0.1608193815,-0.0371166691,0.0059460443
11:55:35:42.838,61,0.0000000000,0.0000000000,0.0000000000,0.2620725930,0.0844850615,0.1136743799,0.1767076254,0.0000000000,0.0000000000,0.3706009984,0.0000000000,0.0833736733,0.1149166301,0.1767043471,0.0877997726,0.0369762741,0.0000000000,0.1565105170,0.1899412423,0.5133190751,0.6929109097,0.0228018649,0.0000000000,0.0000000000,0.0000000000,0.1458093375,0.1088408530,0.0217051711,0.0227428116,0.1739430428,0.1432171464,0.1075507775,0.0381319337,0.2887599170,0.1564525068,0.0851812959,0.0939280689,0.0992566645,0.1076890603,0.0517731048,0.0485090613,0.0729355514,0.0733673200,0.0720706359,0.0000000000,0.0000000000,0.1343277395,0.0691123456,0.0961399823,0.0724184960,0.0638618693,0.0000000497,-0.1113342121,0.2415448576,-1.7450790405,-0.2262348980,-0.0373303108,0.0083772568,-0.1599813402,-0.0373406112,0.0059510474
