Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:55:38:53.139,61,0.0000000000,0.0000000000,0.1309797764,0.0000000000,0.1731354445,0.1179739162,0.1104292646,0.0000000000,0.0000000000,0.0000000000,0.0170662571,0.1736568362,0.1178165153,0.1101640388,0.0197307989,0.0000000000,0.0228875708,0.0584760681,0.0676955432,0.0222932622,0.0393763669,0.0000000000,0.0145544764,0.0341506004,0.0438109338,0.0000000000,0.0000000000,0.0192016829,0.0204720832,0.0564014651,0.0635580271,0.0449579768,0.0387463123,0.0460816585,0.0226631630,0.0190199707,0.0199494492,0.0440203771,0.0402389988,0.0054700370,0.0060560755,0.0355175249,0.0355222188,0.0386198759,0.0000000000,0.0000000000,0.0097841658,0.0445511676,0.0446467809,0.0281603597,0.0335164666,0.0000000008,-0.1282092184,-0.0514638014,-1.6369807720,0.0103952698,-0.0757761821,-0.0007892107,0.0797823146,-0.0757861137,-0.0060514957
11:55:38:54.141,61,0.0000000000,0.0000000000,0.1320351362,0.0000000000,0.1752016991,0.1187745482,0.1098005697,0.0000000000,0.0000000000,0.0000000000,0.0181325488,0.1757374406,0.1186112612,0.1095364764,0.0198375247,0.0000000000,0.0230410397,0.0589225888,0.0682498142,0.0225151591,0.0396274924,0.0000000000,0.0144757731,0.0340131372,0.0435612164,0.0000000000,0.0000000000,0.0192786995,0.0205480885,0.0567197315,0.0639218464,0.0451889932,0.0389118083,0.0461654812,0.0226699468,0.0190597065,0.0199843273,0.0443917923,0.0405932479,0.0054876287,0.0060735503,0.0354790725,0.0354834050,0.0388414077,0.0000000000,0.0000000000,0.0098146852,0.0447654054,0.0448216833,0.0282231085,0.0335782766,0.0000000011,-0.1274581999,-0.0507050045,-1.6371661425,0.0110439947,-0.0766846091,-0.0008485510,0.0804196149,-0.0766945109,-0.0061731264
11:55:38:55.143,61,0.0000000000,0.0000000000,0.1343788952,0.0000000000,0.1708958596,0.1185737550,0.1095711663,0.0000000000,0.0000000000,0.0000000000,0.0204007290,0.1714350283,0.1184097007,0.1093071327,0.0198037475,0.0000000000,0.0230231676,0.0589513145,0.0683191568,0.0225374009,0.0396675132,0.0000000000,0.0144416951,0.0340389647,0.0435887538,0.0000000000,0.0000000000,0.0192645956,0.0205326695,0.0567030720,0.0638808757,0.0451084748,0.0388765112,0.0461256988,0.0226423535,0.0190311614,0.0199603271,0.0444496386,0.0406405963,0.0054877256,0.0060728984,0.0352347046,0.0352386571,0.0388347618,0.0000000000,0.0000000000,0.0098192962,0.0447296984,0.0447674021,0.0282042157,0.0335567556,0.0000000018,-0.1276173741,-0.0500608161,-1.6376760006,0.0124272453,-0.0748084113,-0.0009313765,0.0818587765,-0.0748183802,-0.0061290683
11:55:38:56.144,61,0.0000000000,0.0000000000,0.1370025277,0.0000000000,0.1753277183,0.1190901473,0.1094903424,0.0000000000,0.0000000000,0.0000000000,0.0230650846,0.1759009957,0.1189243644,0.1092211530,0.0198081974,0.0000000000,0.0229921006,0.0589784198,0.0683652088,0.0225329511,0.0396845937,0.0000000000,0.0143955899,0.0338129625,0.0434631854,0.0000000000,0.0000000000,0.0192458425,0.0205077548,0.0566640273,0.0637924522,0.0450752005,0.0388960503,0.0460421033,0.0225972347,0.0190086141,0.0199453793,0.0444964729,0.0406747982,0.0054767421,0.0060614306,0.0352949575,0.0352991782,0.0387968123,0.0000000000,0.0000000000,0.0098424917,0.0447356887,0.0447722338,0.0281681120,0.0335171968,0.0000000024,-0.1278883517,-0.0486831777,-1.6375461817,0.0140481787,-0.0767588764,-0.0010804093,0.0834447443,-0.0767687857,-0.0064110309
11:55:38:57.146,61,0.0000000000,0.0000000000,0.1416444480,0.0000000000,0.1720118374,0.1191241816,0.1091233939,0.0000000000,0.0000000000,0.0000000000,0.0276763476,0.1726079732,0.1189583242,0.1088519618,0.0197859313,0.0000000000,0.0229452327,0.0590567179,0.0684762970,0.0225447696,0.0397469029,0.0000000000,0.0143780112,0.0336147733,0.0433424860,0.0000000000,0.0000000000,0.0192141272,0.0204723086,0.0566434897,0.0637365654,0.0449887253,0.0388695002,0.0459652022,0.0225478727,0.0189666450,0.0199072361,0.0445327014,0.0406942889,0.0054719048,0.0060560196,0.0352125056,0.0352165513,0.0387464650,0.0000000000,0.0000000000,0.0098424656,0.0446952954,0.0447154939,0.0281459019,0.0334951691,0.0000000035,-0.1281131804,-0.0479398631,-1.6375666857,0.0168585889,-0.0753251538,-0.0012722220,0.0862814859,-0.0753350854,-0.0065041794
11:55:38:58.148,61,0.0000000000,0.0000000000,0.1427605599,0.0000000000,0.1714729071,0.1192645207,0.1086780950,0.0000000000,0.0000000000,0.0000000000,0.0288278330,0.1720751971,0.1190993115,0.1084011048,0.0198177714,0.0000000000,0.0228938982,0.0591932461,0.0686534196,0.0225661919,0.0397599302,0.0000000000,0.0143328412,0.0333910175,0.0432691723,0.0000000000,0.0000000000,0.0192118566,0.0204688609,0.0566745102,0.0637230873,0.0450518765,0.0389556251,0.0458681807,0.0224816669,0.0189371798,0.0198872872,0.0447010398,0.0408293940,0.0054699732,0.0060549295,0.0351445265,0.0351488627,0.0387441665,0.0000000000,0.0000000000,0.0098469695,0.0447149351,0.0447337367,0.0281580444,0.0335206650,0.0000000053,-0.1282579750,-0.0476995967,-1.6380885839,0.0175603051,-0.0750935674,-0.0013210814,0.0869628787,-0.0751035139,-0.0065351874
11:55:38:59.149,61,0.0000000000,0.0000000000,0.1409850717,0.0000000000,0.1750303358,0.1193942949,0.1086546481,0.0000000000,0.0000000000,0.0000000000,0.0271069426,0.1756322086,0.1192296147,0.1083712280,0.0198577903,0.0000000000,0.0228925962,0.0593277290,0.0688205212,0.0226063356,0.0398183838,0.0000000000,0.0143356724,0.0328376703,0.0429049768,0.0000000000,0.0000000000,0.0191900749,0.0204411913,0.0567374006,0.0637438893,0.0451319329,0.0390358754,0.0457827412,0.0224201027,0.0189072751,0.0198674649,0.0448302105,0.0409280807,0.0054658270,0.0060527469,0.0351067856,0.0351114348,0.0387297571,0.0000000000,0.0000000000,0.0098587954,0.0447535552,0.0447698720,0.0281783249,0.0335570835,0.0000000060,-0.1286932081,-0.0470910147,-1.6382731199,0.0165100824,-0.0766444579,-0.0012678318,0.0858712196,-0.0766543895,-0.0065871309
11:55:39:00.150,61,0.0000000000,0.0000000000,0.1394995153,0.0000000000,0.1742687672,0.1192630008,0.1089659706,0.0000000000,0.0000000000,0.0000000000,0.0256232321,0.1748569012,0.1190988719,0.1086750254,0.0198930539,0.0000000000,0.0229967274,0.0594423749,0.0689879507,0.0226675197,0.0398747697,0.0000000000,0.0143641531,0.0325762853,0.0428144746,0.0000000000,0.0000000000,0.0191751905,0.0204222128,0.0568348765,0.0638339892,0.0452120863,0.0390577614,0.0457793102,0.0224058162,0.0188881159,0.0198569670,0.0449859723,0.0410553627,0.0054788971,0.0060700271,0.0351336561,0.0351386033,0.0387374051,0.0000000000,0.0000000000,0.0098602613,0.0448277332,0.0448465161,0.0282264389,0.0336300507,0.0000000055,-0.1292463243,-0.0471670181,-1.6383699179,0.0156068085,-0.0763050243,-0.0011931455,0.0849685892,-0.0763149336,-0.0064890836
11:55:39:01.151,61,0.0000000000,0.0000000000,0.1395985931,0.0000000000,0.1778186262,0.1195274144,0.1095039025,0.0000000000,0.0000000000,0.0000000000,0.0257685203,0.1784198284,0.1193620563,0.1091991886,0.0200012196,0.0000000000,0.0231787544,0.0598140247,0.0694350973,0.0228476040,0.0402008854,0.0000000000,0.0145295393,0.0321358442,0.0427673459,0.0000000000,0.0000000000,0.0191821493,0.0204287004,0.0569657944,0.0639816076,0.0454243980,0.0391666777,0.0458843783,0.0224299692,0.0189036392,0.0198841803,0.0452611819,0.0413145088,0.0055011101,0.0061013591,0.0354854465,0.0354921184,0.0387609787,0.0000000000,0.0000000000,0.0099093914,0.0449609607,0.0449923240,0.0283078961,0.0337564163,0.0000000054,-0.1286380738,-0.0469924323,-1.6382893324,0.0156934131,-0.0778599456,-0.0012243126,0.0850187615,-0.0778698400,-0.0066257254
11:55:39:02.154,61,0.0000000000,0.0000000000,0.1392354220,0.0000000000,0.1785104424,0.1196270585,0.1098145768,0.0000000000,0.0000000000,0.0000000000,0.0254702996,0.1791111976,0.1194619462,0.1094975248,0.0200710502,0.0000000000,0.0232022461,0.0600132346,0.0696999952,0.0229824148,0.0404401086,0.0000000000,0.0145819951,0.0316894203,0.0426912718,0.0000000000,0.0000000000,0.0191596542,0.0204025730,0.0570159480,0.0639873669,0.0455877893,0.0392090604,0.0459851697,0.0224675965,0.0189165827,0.0199102163,0.0454633459,0.0414872319,0.0055289785,0.0061358311,0.0356670134,0.0356749408,0.0388370417,0.0000000000,0.0000000000,0.0099548632,0.0450700559,0.0451247282,0.0283871684,0.0338755921,0.0000000047,-0.1294480711,-0.0465086997,-1.6379159689,0.0155114271,-0.0781614110,-0.0012148207,0.0847955942,-0.0781713128,-0.0066340631
11:55:39:03.155,61,0.0000000000,0.0000000000,0.1387695521,0.0000000000,0.1845415384,0.1206882522,0.1101456434,0.0000000000,0.0000000000,0.0000000000,0.0251455680,0.1851593852,0.1205219179,0.1098074764,0.0201710891,0.0000000000,0.0233014710,0.0602912977,0.0700781271,0.0231574718,0.0406073965,0.0000000000,0.0146816289,0.0313366093,0.0428920835,0.0000000000,0.0000000000,0.0191821791,0.0204241872,0.0572589785,0.0642210320,0.0458341762,0.0392862521,0.0461058877,0.0225121044,0.0189472679,0.0199588146,0.0458008535,0.0417935625,0.0055623534,0.0061796801,0.0361000337,0.0361130089,0.0389387161,0.0000000000,0.0000000000,0.0099959932,0.0452962220,0.0454097688,0.0285041537,0.0340556353,0.0000000062,-0.1292058676,-0.0462885797,-1.6376202106,0.0153104458,-0.0808004960,-0.0012397418,0.0844941884,-0.0808103532,-0.0068346611
11:55:39:04.156,61,0.0000000000,0.0000000000,0.1366910934,0.0000000000,0.1870278269,0.1212902814,0.1104710996,0.0000000000,0.0000000000,0.0000000000,0.0231045540,0.1876377165,0.1211236864,0.1101183146,0.0202438459,0.0000000000,0.0233503990,0.0604472607,0.0703113377,0.0232688114,0.0406968668,0.0000000000,0.0147434529,0.0309488270,0.0429756679,0.0000000000,0.0000000000,0.0191742908,0.0204116367,0.0574222654,0.0643509850,0.0459932536,0.0393091030,0.0461615883,0.0225315709,0.0189536884,0.0199798923,0.0460596979,0.0420210734,0.0055879201,0.0062124995,0.0365353487,0.0365513004,0.0389635302,0.0000000000,0.0000000000,0.0100146271,0.0454459824,0.0456052907,0.0285827909,0.0341777951,0.0000000074,-0.1300767213,-0.0460018143,-1.6376794577,0.0140664894,-0.0818805173,-0.0011543136,0.0832213089,-0.0818903148,-0.0068223076
11:55:39:05.158,61,0.0000000000,0.0000000000,0.1301904619,0.0000000000,0.2125609070,0.1248433813,0.1128069013,0.0000000000,0.0000000000,0.0000000000,0.0169778410,0.2131975293,0.1246602759,0.1123816594,0.0204286296,0.0000000000,0.0234557930,0.0607603975,0.0706974044,0.0234424584,0.0408523269,0.0000000000,0.0147862518,0.0307403095,0.0432493687,0.0000000000,0.0000000000,0.0192391332,0.0204758886,0.0577022061,0.0646268204,0.0463686176,0.0394480377,0.0463472791,0.0226114169,0.0190244671,0.0200622566,0.0464631543,0.0423843339,0.0056153801,0.0062468275,0.0369481854,0.0369681306,0.0390831158,0.0000000000,0.0000000000,0.0100567685,0.0457300469,0.0459342711,0.0286786985,0.0343240984,0.0000000109,-0.1311291009,-0.0455029383,-1.6378036737,0.0103263287,-0.0930299386,-0.0009634215,0.0791863054,-0.0930395946,-0.0073809405
11:55:39:06.160,61,0.0000000000,0.0000000000,0.1339048892,0.0000000000,0.2040775865,0.1262983978,0.1135567799,0.0000000000,0.0000000000,0.0000000000,0.0205871910,0.2047202885,0.1261111051,0.1131033301,0.0205995776,0.0000000000,0.0235345177,0.0611377768,0.0711914152,0.0236901361,0.0411002859,0.0000000000,0.0148343863,0.0305283424,0.0435608998,0.0000000000,0.0000000000,0.0193134360,0.0205501970,0.0580174401,0.0649276972,0.0467309803,0.0396212377,0.0465065427,0.0226647668,0.0191082750,0.0201604199,0.0469328798,0.0428090915,0.0056474041,0.0062871482,0.0372994766,0.0373243205,0.0392429270,0.0000000000,0.0000000000,0.0101179052,0.0460253805,0.0462765172,0.0288095791,0.0345147215,0.0000000107,-0.1314612776,-0.0457686409,-1.6380990744,0.0125258556,-0.0893330947,-0.0011219298,0.0814730674,-0.0893427879,-0.0072902590
11:55:39:07.162,61,0.0000000000,0.0000000000,0.1357014924,0.0000000000,0.1982792914,0.1269856691,0.1134810299,0.0000000000,0.0000000000,0.0000000000,0.0222934987,0.1989184469,0.1267974675,0.1130113304,0.0206936933,0.0000000000,0.0235614739,0.0613431633,0.0714889541,0.0238515045,0.0412509553,0.0000000000,0.0148991533,0.0302710291,0.0437009335,0.0000000000,0.0000000000,0.0193355512,0.0205752719,0.0581873432,0.0650865436,0.0469273925,0.0396931097,0.0466184467,0.0227035861,0.0191473868,0.0202127527,0.0471994206,0.0430483893,0.0056742956,0.0063216370,0.0375158750,0.0375436284,0.0393443890,0.0000000000,0.0000000000,0.0101608792,0.0462120585,0.0465064757,0.0288973823,0.0346490517,0.0000000092,-0.1315856427,-0.0459437333,-1.6384438276,0.0135670574,-0.0868025497,-0.0011805852,0.0825845748,-0.0868122652,-0.0071791289
11:55:39:08.162,61,0.0000000000,0.0000000000,0.1333108097,0.0000000000,0.1981572211,0.1277359724,0.1132097617,0.0000000000,0.0000000000,0.0000000000,0.0199107733,0.1987758428,0.1275478899,0.1127267256,0.0207815208,0.0000000000,0.0236191358,0.0615955219,0.0718545392,0.0240509752,0.0414703116,0.0000000000,0.0149036516,0.0300539322,0.0438701846,0.0000000000,0.0000000000,0.0193528514,0.0205887798,0.0583499148,0.0652304813,0.0470936000,0.0397365876,0.0467490368,0.0227516051,0.0191921964,0.0202710032,0.0474974774,0.0433126688,0.0057071145,0.0063625867,0.0376964249,0.0377286039,0.0394760892,0.0000000000,0.0000000000,0.0102070002,0.0464057587,0.0467457511,0.0289924517,0.0347863063,0.0000000103,-0.1310507357,-0.0459751897,-1.6387033463,0.0121170804,-0.0867386982,-0.0010536374,0.0811300799,-0.0867484435,-0.0070477612
11:55:39:09.165,61,0.0000000000,0.0000000000,0.1284757555,0.0000000000,0.1988735944,0.1283862591,0.1131495312,0.0000000000,0.0000000000,0.0000000000,0.0150879063,0.1994538307,0.1281992495,0.1126568615,0.0209205039,0.0000000000,0.0236786939,0.0619395003,0.0722779706,0.0242713559,0.0417203680,0.0000000000,0.0149169965,0.0298462473,0.0440133847,0.0000000000,0.0000000000,0.0194129013,0.0206485987,0.0586467311,0.0655297488,0.0473925434,0.0398494639,0.0469570011,0.0228276961,0.0192625038,0.0203517471,0.0477960892,0.0435856879,0.0057371259,0.0064001367,0.0380117930,0.0380475037,0.0396136567,0.0000000000,0.0000000000,0.0102466717,0.0466633141,0.0470436104,0.0290938951,0.0349283740,0.0000000074,-0.1308140606,-0.0460110195,-1.6392002106,0.0091817956,-0.0870318338,-0.0008011208,0.0781854838,-0.0870415568,-0.0068155704
11:55:39:10.166,61,0.0000000000,0.0000000000,0.1252514571,0.0000000000,0.2031684220,0.1307280064,0.1128194034,0.0000000000,0.0000000000,0.0000000000,0.0119589902,0.2037338316,0.1305365413,0.1123197675,0.0210990626,0.0000000000,0.0236948449,0.0623632222,0.0727812201,0.0245425124,0.0419983193,0.0000000000,0.0149492482,0.0294962041,0.0440616868,0.0000000000,0.0000000000,0.0195131488,0.0207490064,0.0590588003,0.0659330040,0.0478024334,0.0400823988,0.0471417420,0.0228800848,0.0193789266,0.0204820093,0.0481661595,0.0439216010,0.0057593971,0.0064274315,0.0384893231,0.0385277048,0.0397743061,0.0000000000,0.0000000000,0.0103038354,0.0470611788,0.0474708080,0.0292473808,0.0351235904,0.0000000074,-0.1299318671,-0.0459046923,-1.6391509771,0.0072764847,-0.0888980031,-0.0006485686,0.0762107447,-0.0889076963,-0.0067869523
11:55:39:11.168,61,0.0000000000,0.0000000000,0.1191744506,0.0000000000,0.2089835107,0.1364605576,0.1110738292,0.0000000000,0.0000000000,0.0000000000,0.0059249676,0.2095119804,0.1362452209,0.1105624139,0.0212700684,0.0000000000,0.0237242877,0.0628038496,0.0733479932,0.0248801447,0.0423675701,0.0000000000,0.0151043134,0.0271293484,0.0438051410,0.0000000000,0.0000000000,0.0195562374,0.0207947791,0.0594746806,0.0663508475,0.0481674261,0.0402172357,0.0473721996,0.0229621604,0.0194764659,0.0205917899,0.0485302024,0.0442791209,0.0057977126,0.0064763026,0.0392640233,0.0393099114,0.0399490483,0.0000000000,0.0000000000,0.0103728743,0.0475021005,0.0479469113,0.0294034164,0.0353187472,0.0000000073,-0.1294454187,-0.0460443497,-1.6383774281,0.0036042442,-0.0914174393,-0.0003304110,0.0724965408,-0.0914270729,-0.0066407584
11:55:39:12.169,61,0.0000000000,0.0000000000,0.1141532436,0.0000000000,0.2106880397,0.1408856809,0.1082667038,0.0000000000,0.0000000000,0.0000000000,0.0009169526,0.2111762911,0.1406564265,0.1077446863,0.0214656107,0.0000000000,0.0237444770,0.0633343533,0.0740111172,0.0252578445,0.0427880175,0.0000000000,0.0152021395,0.0251387116,0.0433106683,0.0000000000,0.0000000000,0.0196015704,0.0208422709,0.0599519499,0.0668393373,0.0486364886,0.0403649807,0.0476590246,0.0230672974,0.0195678249,0.0206903778,0.0489186309,0.0446648039,0.0058463067,0.0065329880,0.0397316292,0.0397808068,0.0402967669,0.0000000000,0.0000000000,0.0104358699,0.0480014868,0.0484762043,0.0295616612,0.0355075672,0.0000000060,-0.1297476739,-0.0456738435,-1.6380850077,0.0005577583,-0.0921430439,-0.0000515395,0.0694373325,-0.0921526924,-0.0064117690
11:55:39:13.171,61,0.0000000000,0.0000000000,0.1169325113,0.0000000000,0.2115754783,0.1446616799,0.1065287143,0.0000000000,0.0000000000,0.0000000000,0.0036907042,0.2120907009,0.1444270015,0.1060084850,0.0216762591,0.0000000000,0.0237539057,0.0639671385,0.0750172138,0.0256231334,0.0431662984,0.0000000000,0.0152662238,0.0241365544,0.0429546759,0.0000000000,0.0000000000,0.0196895879,0.0209352970,0.0604718663,0.0673775673,0.0491792522,0.0406301990,0.0478588752,0.0231173281,0.0196626764,0.0207934622,0.0494794324,0.0452070124,0.0058846697,0.0065787863,0.0405272692,0.0405801050,0.0405954644,0.0000000000,0.0000000000,0.0104995901,0.0485006832,0.0490027554,0.0297195688,0.0356933922,0.0000000052,-0.1286022216,-0.0450685509,-1.6378872395,0.0022448762,-0.0925422460,-0.0002083408,0.0711253285,-0.0925519019,-0.0065959841
11:55:39:14.173,61,0.0000000000,0.0000000000,0.1173280180,0.0000000000,0.2113661468,0.1496000290,0.1043150350,0.0000000000,0.0000000000,0.0000000000,0.0040645991,0.2118843794,0.1493507475,0.1037965417,0.0218747947,0.0000000000,0.0238122735,0.0645476580,0.0757782012,0.0259767305,0.0435157977,0.0000000000,0.0153031321,0.0234683435,0.0426969491,0.0000000000,0.0000000000,0.0197751112,0.0210215691,0.0609564707,0.0678662956,0.0496781394,0.0408695526,0.0480689295,0.0231780037,0.0197692290,0.0209086742,0.0499882661,0.0457048751,0.0059269201,0.0066287736,0.0421299078,0.0421932228,0.0408868194,0.0000000000,0.0000000000,0.0105623649,0.0490464978,0.0495693237,0.0298849568,0.0358761586,0.0000000060,-0.1290884018,-0.0444335826,-1.6379960775,0.0024723187,-0.0924522802,-0.0002292247,0.0713665038,-0.0924619064,-0.0066118394
11:55:39:15.174,61,0.0000000000,0.0000000000,0.1163602993,0.0000000000,0.2118624747,0.1589768380,0.0949460268,0.0000000000,0.0000000000,0.0000000000,0.0030912741,0.2123733014,0.1586991102,0.0944345370,0.0222268887,0.0000000000,0.0239521414,0.0670122057,0.0792748407,0.0264444593,0.0439432487,0.0000000000,0.0153327622,0.0228535347,0.0423274338,0.0000000000,0.0000000000,0.0199391060,0.0211877916,0.0617163517,0.0688276961,0.0517611951,0.0413709655,0.0483091325,0.0232171360,0.0199167654,0.0210647918,0.0514043011,0.0469925441,0.0059752050,0.0066839154,0.0434872210,0.0435642675,0.0412632823,0.0000000000,0.0000000000,0.0106306029,0.0500012822,0.0504416935,0.0301468335,0.0361591391,0.0000000052,-0.1297856569,-0.0436424054,-1.6388647556,0.0018802503,-0.0926654935,-0.0001747347,0.0707764551,-0.0926751196,-0.0065724747
11:55:39:16.175,61,0.0000000000,0.0000000000,0.1113209277,0.0000000000,0.2140219808,0.1655763835,0.0897157043,0.0000000000,0.0000000000,0.0019316521,0.0000000000,0.2144927233,0.1652790606,0.0891805887,0.0225100033,0.0000000000,0.0241262987,0.0680038780,0.0805728212,0.0268077683,0.0442980677,0.0000000000,0.0153571004,0.0222246740,0.0418295488,0.0000000000,0.0000000000,0.0200399552,0.0212846231,0.0622619167,0.0694383457,0.0526846685,0.0417056344,0.0485394932,0.0232784543,0.0200407673,0.0211954433,0.0521121025,0.0476781167,0.0060214191,0.0067377109,0.0450920798,0.0451939367,0.0415480137,0.0000000000,0.0000000000,0.0106967185,0.0506622270,0.0510942489,0.0303537287,0.0363781750,0.0000000053,-0.1292117089,-0.0433082879,-1.6394035816,-0.0011748152,-0.0935901701,0.0001102733,0.0677053407,-0.0935997814,-0.0063508367
11:55:39:17.178,61,0.0000000000,0.0000000000,0.1073596254,0.0000000000,0.2184470892,0.1800633967,0.0869428515,0.0000000000,0.0000000000,0.0058585643,0.0000000000,0.2188915014,0.1797304451,0.0863781273,0.0229748469,0.0000000000,0.0243717153,0.0705488026,0.0836522207,0.0273585711,0.0447933376,0.0000000000,0.0154457167,0.0213670675,0.0413760617,0.0000000000,0.0000000000,0.0202328041,0.0214779116,0.0640820116,0.0716987029,0.0560509376,0.0423037410,0.0488842912,0.0233663414,0.0202189591,0.0213807076,0.0535484925,0.0492172502,0.0060809376,0.0068079829,0.0480228774,0.0481780171,0.0420006476,0.0000000000,0.0000000000,0.0107842991,0.0528702699,0.0537005328,0.0306613073,0.0367162824,0.0000000122,-0.1291772127,-0.0433383249,-1.6395769119,-0.0035624823,-0.0955100358,0.0003412905,0.0652841553,-0.0955196247,-0.0062504294
11:55:39:18.179,61,0.0000000000,0.0000000000,0.1094089970,0.0000000000,0.2200052887,0.1959418803,0.0830854177,0.0000000000,0.0000000000,0.0038226275,0.0000000000,0.2204719782,0.1955218315,0.0824479908,0.0234092064,0.0000000000,0.0247450620,0.0721702725,0.0857387632,0.0278387852,0.0451458171,0.0000000000,0.0156122353,0.0208593607,0.0412132405,0.0000000000,0.0000000000,0.0204448383,0.0216915477,0.0654205978,0.0734442696,0.0575331897,0.0429400578,0.0490801819,0.0233822595,0.0203857124,0.0215556119,0.0552114919,0.0509333275,0.0061288881,0.0068669217,0.0508644506,0.0510944314,0.0424006991,0.0000000000,0.0000000000,0.0108567346,0.0544803776,0.0553430878,0.0309863687,0.0370800048,0.0000000120,-0.1285605729,-0.0432570018,-1.6397988796,-0.0023243139,-0.0961993039,0.0002242895,0.0665260032,-0.0962088853,-0.0064153909
11:55:39:19.180,61,0.0000000000,0.0000000000,0.1053995565,0.0000000000,0.2263996899,0.2064993083,0.0776362792,0.0000000000,0.0000000000,0.0077847042,0.0000000000,0.2268422991,0.2060618252,0.0769902542,0.0239041243,0.0000000000,0.0249515288,0.0737417638,0.0874226540,0.0283332746,0.0455551855,0.0000000000,0.0157218650,0.0204927325,0.0412097163,0.0000000000,0.0000000000,0.0206809007,0.0219333153,0.0663402602,0.0744739920,0.0592721812,0.0436367206,0.0493569933,0.0234335288,0.0205904823,0.0217709336,0.0565911755,0.0523322783,0.0061802869,0.0069285631,0.0531152897,0.0533677377,0.0427467674,0.0000000000,0.0000000000,0.0109438319,0.0555542596,0.0564425327,0.0313054249,0.0374231860,0.0000000125,-0.1277264804,-0.0429855846,-1.6399707794,-0.0047321306,-0.0989797488,0.0004699189,0.0640705898,-0.0989892781,-0.0063586603
11:55:39:20.182,61,0.0000000000,0.0000000000,0.0988543779,0.0000000000,0.2322337776,0.2181180418,0.0748753548,0.0000000000,0.0000000000,0.0142671065,0.0000000000,0.2326244116,0.2177003920,0.0742112398,0.0245159920,0.0000000000,0.0252472907,0.0777692944,0.0917878002,0.0290717073,0.0460714065,0.0000000000,0.0159385018,0.0202856101,0.0415185466,0.0000000000,0.0000000000,0.0210376401,0.0223087408,0.0689311922,0.0776992217,0.0633345917,0.0457134955,0.0497424081,0.0235101245,0.0208632760,0.0220557284,0.0596642420,0.0556142218,0.0062361280,0.0069994554,0.0548840165,0.0551674441,0.0432883352,0.0000000000,0.0000000000,0.0110557992,0.0583383515,0.0595613718,0.0316773951,0.0378471762,0.0000000124,-0.1271737069,-0.0421243012,-1.6394591331,-0.0086704213,-0.1015053764,0.0008831182,0.0600765757,-0.1015148684,-0.0061159446
11:55:39:21.184,61,0.0000000000,0.0000000000,0.1024282053,0.0000000000,0.2288653105,0.2250811011,0.0702960566,0.0000000000,0.0000000000,0.0107560549,0.0000000000,0.2292843163,0.2246866375,0.0696470737,0.0251301825,0.0000000000,0.0253697988,0.0812190697,0.0956273153,0.0297730044,0.0465948656,0.0000000000,0.0161434170,0.0200077631,0.0418262333,0.0000000000,0.0000000000,0.0213960167,0.0226928834,0.0704185814,0.0791918710,0.0658936426,0.0478626639,0.0500381924,0.0235262495,0.0211206023,0.0223287549,0.0625929981,0.0585025586,0.0062890095,0.0070676017,0.0573085472,0.0575918183,0.0437817201,0.0000000000,0.0000000000,0.0111690704,0.0601111054,0.0614607558,0.0320753716,0.0382940173,0.0000000060,-0.1270949841,-0.0418712348,-1.6392345428,-0.0065376456,-0.1000463068,0.0006562536,0.0622577071,-0.1000558138,-0.0062459991
11:55:39:22.185,61,0.0000000000,0.0000000000,0.1011057645,0.0000000000,0.2299152017,0.2314464748,0.0641570613,0.0000000000,0.0000000000,0.0121076703,0.0000000000,0.2303234488,0.2310635895,0.0635385141,0.0257227663,0.0000000000,0.0254791137,0.0832795799,0.0979282334,0.0304313414,0.0470572263,0.0000000000,0.0163750481,0.0198057555,0.0422258265,0.0000000000,0.0000000000,0.0217576027,0.0230850391,0.0715234205,0.0803218335,0.0676286072,0.0493760742,0.0503098033,0.0235308334,0.0213732067,0.0225952603,0.0645102784,0.0604623407,0.0063428800,0.0071368925,0.0600195266,0.0603086203,0.0442087837,0.0000000000,0.0000000000,0.0112739364,0.0614705123,0.0629243404,0.0324879922,0.0387457274,0.0000000056,-0.1278272271,-0.0408658572,-1.6390497684,-0.0073588365,-0.1005002856,0.0007420584,0.0614510812,-0.1005097926,-0.0061933394
